Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
376,0,0.173839,41,0,0.102301,,7,0,0,0,0.0
377,0,0.219832,64,0,0.805037,3378.727686624995,5,0,2,1,3.0
378,0,0.074129,54,2,0.340874,,7,0,2,1,2.0
379,0,0.430148,82,0,0.55853,6696.856299249974,5,0,1,0,2.0
380,0,6.153542,40,0,0.879881,,7,0,3,0,0.0
381,0,0.324982,40,1,0.578785,,9,0,1,1,2.0
382,0,0.3293,43,1,1.579387,22112.928473563297,12,0,0,1,1.0
383,0,0.385413,22,1,0.06349,6460.0375901302705,15,0,1,0,1.0
384,0,0.487865,44,1,0.341421,2266.0891436152065,10,1,2,0,0.0
385,0,0.058426,41,0,0.21463,2279.4946344088708,5,0,1,0,1.0
386,0,0.438497,54,1,0.299501,,8,0,1,0,0.0
387,0,0.369607,56,0,0.444019,5626.142082801308,4,0,0,0,3.0
388,0,0.116185,78,1,0.268486,36114.4702659993,4,0,0,0,0.0
389,0,0.691964,65,0,0.629584,17608.779530779007,12,0,3,2,0.0
390,0,0.073945,43,1,0.111906,5468.988173546355,7,0,3,0,2.0
391,0,0.064438,39,0,0.159937,,7,1,1,1,0.0
392,1,0.298013,58,1,0.386282,2099.7601178430273,10,1,1,0,0.0
393,0,0.250487,33,0,1.161331,4747.38229632808,8,0,3,0,1.0
394,0,0.184048,77,1,0.473719,6707.6827146272935,8,0,0,0,0.0
395,0,0.354091,68,0,0.523403,2862.93533254836,11,0,1,0,2.0
396,0,0.326949,45,0,0.163069,,7,0,0,0,2.0
397,0,0.026348,28,1,0.576339,6701.462101840024,6,0,1,1,1.0
398,0,0.390801,70,0,0.154687,3827.976395989282,10,0,2,1,0.0
399,1,22.790458,50,0,0.159898,5533.492039473797,9,1,0,0,0.0
400,0,0.168734,69,0,0.884018,11808.883328475797,8,0,4,0,1.0
401,0,0.077423,29,0,1.127182,3387.1907310809315,11,0,2,0,1.0
402,0,0.360095,43,0,0.060653,,9,0,1,0,0.0
403,0,0.069874,52,1,0.126805,6674.736550282787,11,0,1,0,3.0
404,0,0.070819,52,0,0.388253,12652.639508995351,6,1,0,0,1.0
405,0,0.126314,45,0,0.323814,3344.7487337719476,7,0,0,0,0.0
406,0,0.202074,60,0,0.083322,6246.393164943641,10,0,1,1,1.0
407,0,0.225048,37,0,0.133365,,7,0,1,0,2.0
408,1,0.523731,50,1,1.720123,900.0117117230759,7,0,1,0,1.0
409,0,0.046564,53,0,1.368591,9641.262591209446,7,0,1,0,0.0
410,1,47.884084,59,0,0.001327,1938.2986385749973,6,0,1,0,0.0
411,0,0.099352,61,0,0.139541,2886.201176469088,9,0,0,1,2.0
412,0,0.214771,36,0,1.38167,5753.393670145707,7,0,1,0,1.0
413,1,0.076892,30,1,0.201602,6720.17329940487,6,0,1,0,0.0
414,0,0.309099,69,0,0.002247,4572.520780351787,7,0,1,0,0.0
415,0,0.384607,56,0,0.266136,9600.338714588908,8,1,1,0,1.0
416,0,0.032342,41,0,0.480146,,12,0,1,1,0.0
417,0,0.383002,73,0,0.092012,4988.502072076361,5,1,1,0,0.0
418,0,0.230516,53,1,0.191436,4923.334510991447,11,0,3,0,1.0
419,0,0.526777,68,0,0.694291,8433.66441948755,12,0,0,0,1.0
420,0,0.04614,52,1,0.343822,,3,1,1,0,1.0
421,0,0.148412,80,0,0.396548,5976.061883015775,10,0,6,0,1.0
422,0,0.187791,76,1,0.015734,7214.134594741861,12,0,1,0,2.0
423,0,0.377136,48,0,0.536935,,5,0,3,0,0.0
424,0,0.297235,65,2,0.4259,23695.994072940557,12,0,1,0,0.0
425,0,0.2103,61,0,0.188656,2277.994790335303,7,0,1,0,1.0
426,0,0.340537,71,1,0.100309,,9,0,0,0,0.0
427,0,0.375377,38,0,0.889076,1008.0171305891505,5,0,0,0,0.0
428,0,0.059311,61,1,1.093294,1065.463666147811,3,0,2,1,0.0
429,0,0.170591,66,0,0.81162,7113.53267426293,7,0,1,0,
430,0,0.752977,27,0,0.197128,6470.051490970947,5,0,3,0,0.0
431,0,0.2884,35,0,0.55297,15743.958236744546,5,0,1,0,2.0
432,0,0.057637,23,0,0.035102,17391.65131672606,10,0,1,0,1.0
433,0,0.253381,48,1,0.259385,1515.1333559726627,9,0,1,1,1.0
434,0,0.209653,62,1,1.040243,2868.131795437216,14,0,1,0,2.0
435,0,0.291599,73,1,0.953048,,12,0,1,0,0.0
436,0,0.566979,53,0,0.220455,,6,0,1,0,2.0
437,0,0.422982,74,0,0.144503,2146.1751653586534,6,0,0,2,2.0
438,0,0.255402,32,0,0.243004,1674.795803405081,9,0,0,0,2.0
439,0,0.168504,28,1,0.374466,4707.5341789606855,10,1,1,0,1.0
440,0,0.154531,51,0,0.683631,1732.3210559594693,9,1,0,0,0.0
441,0,0.56923,57,0,0.403146,6171.467704426571,10,0,1,0,1.0
442,0,0.128288,51,0,0.07239,5954.355909475919,8,0,1,0,3.0
443,0,0.054293,23,0,0.566111,,9,0,1,1,0.0
444,0,0.062835,50,0,0.096548,1417.0166484793624,9,0,2,0,2.0
445,0,0.160507,33,0,0.564448,4520.281141016273,12,0,2,0,2.0
446,0,0.107521,61,1,0.026966,10050.75701650529,6,0,2,1,2.0
447,0,0.287898,57,1,0.03844,3774.436086079978,5,0,1,1,1.0
448,0,0.289102,38,0,0.126419,3023.2965772309076,13,0,0,0,0.0
449,0,0.231937,44,0,0.331221,1828.439664460653,10,1,0,0,1.0
450,0,0.098797,37,1,0.039463,4868.623056019921,10,0,2,3,1.0
451,0,0.141001,51,0,0.204534,1736.9474326561294,5,1,1,3,0.0
452,1,0.369547,65,1,0.79953,11935.460363979588,12,1,0,1,0.0
453,0,0.017321,38,0,0.008658,,9,0,1,0,0.0
454,0,0.092223,59,2,0.855681,4628.300122468943,10,0,1,0,0.0
455,0,0.19315,44,0,0.069542,3970.6192642436545,9,0,2,0,1.0
456,0,0.096197,40,1,0.167631,,11,0,1,0,0.0
457,0,0.142747,50,0,0.187183,,8,0,0,0,2.0
458,1,0.398877,37,0,0.041577,6132.243109093481,6,1,0,0,0.0
459,1,0.295196,44,0,0.107973,24896.314588387442,9,0,1,0,1.0
460,1,0.026798,35,1,0.543999,,6,1,0,1,2.0
461,0,0.204222,79,0,0.038419,20193.410307329486,7,1,0,0,3.0
462,0,0.09901,52,2,0.184103,,9,1,2,0,1.0
463,0,0.459536,42,0,0.202832,3540.351934784731,9,0,1,0,0.0
464,0,0.425224,54,1,0.036807,8549.37253947248,8,0,4,0,0.0
465,0,0.506897,50,2,0.141096,17391.12957777135,8,0,1,0,2.0
466,0,0.039853,48,0,0.028139,3343.122827353024,10,0,0,0,0.0
467,0,0.282469,60,1,0.392451,2333.32363949908,5,0,1,0,2.0
468,0,0.110645,62,0,0.093967,16566.061143885716,8,1,1,0,0.0
469,0,0.021093,44,0,0.033698,17302.909616734738,14,0,1,0,0.0
470,0,0.342509,43,0,0.269408,1175.960149687811,5,0,1,1,0.0
471,0,0.467535,48,0,0.059121,10345.599180643763,4,0,3,0,2.0
472,1,0.015283,19,0,0.426832,5616.719473640633,7,0,1,2,0.0
473,0,0.275483,30,0,0.251803,2805.3702850051486,7,0,1,0,1.0
474,0,0.464836,71,0,2.134474,3801.251943526903,10,0,0,1,1.0
475,1,0.535972,75,0,0.68957,,3,0,0,1,0.0
476,0,0.367177,48,0,0.73514,4452.95490035313,13,0,2,0,0.0
477,0,0.13553,60,0,0.072448,,11,1,2,0,3.0
478,0,0.1133,56,0,0.081922,13574.37603240826,8,0,1,0,0.0
479,0,0.42318,95,0,0.224263,20579.20468884591,5,1,0,0,0.0
480,0,0.385494,67,0,0.043268,,18,1,0,0,1.0
481,0,0.140281,50,0,0.030992,8008.351636987916,12,0,2,0,
482,0,0.044347,38,1,0.179042,5876.65517290229,13,0,1,0,0.0
483,0,0.021912,29,0,0.88063,5500.99988891386,7,0,1,0,1.0
484,0,0.231233,54,0,0.37762,11209.278646323703,11,1,0,0,2.0
485,0,0.666618,41,0,0.06793,10560.78825376894,9,0,0,0,0.0
486,0,0.296947,32,0,0.654276,5414.59089807413,9,1,0,0,1.0
487,1,0.398416,42,1,0.026469,3382.340578052135,7,1,0,1,1.0
488,0,0.227039,36,1,0.442505,5287.024088923906,10,0,0,0,1.0
489,0,0.403493,75,0,0.745231,3286.7279588381284,10,1,1,0,1.0
490,0,0.222967,64,0,0.020265,5432.57502307245,2,0,1,0,1.0
491,0,0.485841,51,0,0.237431,3599.088137077213,7,0,3,0,0.0
492,0,0.171808,72,0,0.447675,16118.182786328829,8,0,0,0,1.0
493,0,0.35437,53,1,0.488922,7403.132057320227,13,0,0,1,2.0
494,0,0.288279,39,0,0.130024,9158.56991440051,10,0,0,1,1.0
495,0,0.155099,73,0,0.616826,3219.2140055037726,10,0,2,1,0.0
496,0,0.298058,59,0,0.327441,6417.594572860262,7,0,1,0,0.0
497,0,0.109091,37,2,0.318818,5600.0744209170625,8,0,1,0,0.0
498,0,0.162801,49,1,1.157148,4852.620505608803,8,1,2,0,0.0
499,0,0.325813,39,1,0.125866,1992.2816196903461,5,0,0,0,2.0
500,0,0.034949,32,1,0.290679,20548.58777692823,2,0,2,0,1.0
501,0,0.579697,64,1,0.074885,,5,0,1,0,2.0
502,0,0.126254,78,1,0.43773,,8,0,0,0,0.0
503,0,0.254922,32,0,0.28464,3613.1555071791067,10,0,1,0,0.0
504,0,0.150211,59,0,0.009796,10726.851917243539,15,0,1,0,1.0
505,0,0.479236,42,1,0.122496,10751.561271530065,7,0,1,0,1.0
506,1,0.250145,45,1,0.397713,,8,0,0,1,2.0
507,0,0.088953,43,0,0.04741,3917.4989182666272,11,0,2,0,0.0
508,0,0.43674,39,0,0.317716,2835.223019938128,7,0,0,1,1.0
509,0,0.03555,52,0,0.511597,4562.841809546458,10,1,0,0,0.0
510,0,0.12868,40,0,0.254499,,8,0,1,0,0.0
511,0,0.424558,55,0,0.193552,3202.245055662047,10,0,2,0,0.0
512,0,0.163572,51,0,1.039868,1533.9541482080995,7,0,3,0,3.0
513,0,0.244978,48,0,1.091234,4675.3630222138445,3,1,1,0,2.0
514,0,0.096045,39,0,0.079154,6625.855785281407,8,0,1,0,1.0
515,0,0.210279,43,0,0.117322,,9,0,1,0,0.0
516,1,0.51883,62,1,1.002356,5671.31114593765,5,0,1,0,0.0
517,0,0.364859,59,0,0.631967,1686.3290435868992,10,0,0,1,0.0
518,0,0.367365,38,0,0.020171,,5,0,1,0,2.0
519,0,0.351641,53,0,0.576578,7645.083744676967,8,0,1,0,1.0
520,0,0.666385,62,0,0.373344,,5,0,0,0,2.0
521,0,0.0887,28,0,0.033087,12997.720800935236,6,0,2,0,0.0
522,1,0.578474,59,1,1.466422,4753.7988885955065,15,0,2,1,
523,0,0.268163,42,0,0.350244,5444.805409471265,10,0,1,0,1.0
524,0,0.355845,59,1,0.77023,6856.778908539004,9,0,2,0,0.0
525,0,0.499963,41,2,0.741821,5429.429090751077,9,0,3,1,1.0
526,0,0.424978,26,1,0.313339,5032.893772367917,7,0,1,0,0.0
527,0,0.570217,29,0,0.147072,3773.3616962579317,9,0,0,0,1.0
528,0,46.857724,52,1,0.041678,859.9124781815466,7,1,3,0,1.0
529,0,0.121171,55,0,0.242052,4712.934468101961,12,0,4,0,1.0
530,0,0.336428,39,0,0.193952,2221.4566948290794,8,0,2,0,0.0
531,0,0.21908,60,0,1.030324,6152.3356091704145,5,0,0,0,1.0
532,0,0.363337,28,1,0.06703,10612.212274066133,6,0,2,0,1.0
533,0,0.369607,51,0,0.16465,1400.340531075476,9,0,0,0,0.0
534,0,0.336036,35,2,0.200258,10143.135893740773,14,0,0,1,2.0
535,0,0.532539,42,0,0.037561,5248.890494724221,9,0,0,0,1.0
536,1,0.651513,52,2,0.314882,3413.9419470494286,5,0,2,1,0.0
537,0,0.110446,39,0,0.731992,,13,1,0,0,
538,0,0.460515,46,0,0.286167,4279.484356425935,5,1,1,0,1.0
539,0,0.294985,66,1,0.088268,3574.9369689190034,6,0,0,0,0.0
540,0,0.412652,43,1,0.11088,1465.2126175735862,6,0,0,0,0.0
541,0,0.289584,63,0,0.181113,,6,0,3,0,0.0
542,0,0.159541,36,0,0.322604,,5,0,3,1,0.0
543,0,0.532542,59,1,0.3192,2784.0757133158504,13,2,1,0,1.0
544,0,0.108026,72,0,0.279378,6603.79307717829,10,0,1,0,3.0
545,0,0.512995,18,0,0.033039,1707.7700194628565,6,0,0,0,0.0
546,0,0.424678,40,0,0.729482,2315.3407459493737,7,0,1,1,2.0
547,0,0.079266,60,1,0.553927,2691.248162604834,8,0,0,0,1.0
548,0,0.132737,49,0,0.097275,,6,0,2,0,1.0
549,0,0.492828,57,1,0.024168,4233.403351228879,6,2,1,0,0.0
550,0,0.34387,43,0,0.047432,8483.604869848325,4,0,1,0,1.0
551,0,0.288683,53,0,0.500824,7643.525179504065,8,1,2,0,
552,0,0.385118,49,0,0.447907,4602.234970554982,4,1,0,0,1.0
553,0,0.03379,68,1,0.038218,4086.0410861617815,10,1,0,0,0.0
554,0,0.411929,55,0,0.043816,2611.0898629719645,9,0,0,0,0.0
555,0,0.184498,56,1,0.020256,23968.527985561897,7,0,2,1,0.0
556,1,0.366066,46,0,0.312049,3204.2382559651614,8,1,1,0,0.0
557,1,0.242832,45,1,0.206828,5327.3909186463825,10,0,2,0,3.0
558,0,0.301276,45,0,0.223445,4801.29105105283,8,1,1,0,2.0
559,0,0.017966,57,3,1.070491,,12,0,1,0,1.0
560,0,0.197299,46,0,0.445738,,9,1,0,0,0.0
561,0,0.190179,56,0,0.307674,15089.86340842651,9,1,2,0,0.0
562,0,0.015142,81,1,0.299273,14606.348561886161,13,0,3,0,0.0
563,0,0.302452,64,1,0.605808,,11,1,0,0,1.0
564,0,0.414696,47,1,0.077216,2910.614025569363,8,0,2,1,3.0
565,0,0.351959,68,0,0.128873,7710.852499631537,8,0,2,0,2.0
566,0,0.105156,46,0,0.025575,4798.303550856621,11,1,1,0,0.0
567,1,0.108715,23,2,0.101143,2264.683526120269,8,0,0,0,0.0
568,0,0.171049,37,1,0.05138,6981.2959316024035,9,0,1,0,2.0
569,0,0.108122,25,0,0.136309,27552.224783365225,10,0,0,0,2.0
570,0,0.300538,47,0,0.464298,2421.5864195446497,8,0,0,0,1.0
571,0,0.397424,52,0,0.305625,,9,0,3,0,1.0
572,0,0.078487,75,1,0.427697,7948.478040339088,12,0,0,0,1.0
573,0,0.442788,56,0,0.046287,18846.576119462963,7,0,5,0,0.0
574,0,0.494983,48,1,0.167431,1375.2227788777216,5,0,0,0,1.0
575,0,0.351689,63,0,0.08598,2518.709669590026,10,0,0,2,1.0
576,0,0.181168,21,0,0.08161,4330.2575458895235,7,0,0,0,1.0
577,0,0.052031,55,1,0.375202,,9,2,1,0,1.0
578,0,0.245998,62,1,0.352221,2370.0171053987406,9,0,0,0,1.0
579,0,0.072516,31,2,0.154284,2783.596780847743,11,0,1,0,1.0
580,0,0.553242,68,1,0.220379,4332.394311172873,10,0,1,1,1.0
581,0,0.087001,56,2,0.227986,2097.7715448571453,9,0,3,0,2.0
582,0,0.243112,46,0,0.183135,4115.3004795422985,11,0,1,1,0.0
583,0,0.702911,60,2,0.22552,3365.7691217247525,10,0,1,0,1.0
584,0,0.170189,83,1,0.085709,1936.426852909845,11,0,2,1,2.0
585,0,0.421294,54,0,0.152631,,5,0,0,1,0.0
586,0,0.296472,55,0,0.051231,,5,0,1,0,0.0
587,0,0.26704,45,1,0.088474,4969.798319843899,5,0,3,0,2.0
588,0,0.214681,40,0,0.232636,842.2141080951865,15,1,1,0,0.0
589,0,0.111062,63,0,0.174201,6629.185118401604,12,0,1,0,1.0
590,0,0.149818,40,1,0.167336,,9,0,1,0,2.0
591,0,0.275806,53,0,0.525692,2842.29255259046,7,0,1,1,1.0
592,0,0.133437,45,2,0.227489,6034.921541725038,12,0,0,0,3.0
593,0,0.094117,58,0,0.050168,,14,1,1,0,1.0
594,0,0.179627,56,0,0.026356,3750.2056707306115,7,0,0,0,0.0
595,0,0.012187,66,1,0.205725,1715.1969753252138,8,0,0,0,1.0
596,0,39.445476,44,0,0.215751,1066.7228475101044,10,0,2,0,0.0
597,0,0.557864,48,0,0.632857,,10,0,3,1,0.0
598,1,48.208546,38,0,0.158867,5946.163960969313,9,1,1,0,1.0
599,0,0.321715,45,0,0.989033,14050.019462306074,9,0,0,0,1.0
600,0,0.245982,57,0,0.054553,3076.151126136894,9,0,2,1,0.0
601,0,0.505414,62,0,0.146203,,10,0,3,0,3.0
602,0,0.298036,39,1,0.046685,,7,2,1,0,3.0
603,0,0.004463,64,0,0.07448,4274.5146032510065,6,1,1,0,2.0
604,0,0.192932,70,0,0.48938,7598.521976241778,5,0,2,0,1.0
605,0,0.526687,57,1,0.38394,4027.7186062649653,10,0,1,0,0.0
606,0,0.075509,78,2,0.272281,5379.001310211414,6,0,1,0,1.0
607,0,0.100114,41,0,0.062808,14841.951217417065,7,1,0,0,1.0
608,0,0.048655,34,0,0.023341,4608.417788336919,5,0,2,0,2.0
609,0,0.489281,27,0,0.145328,8594.267672273609,10,1,0,0,2.0
610,0,0.417215,72,0,0.478465,3654.9379138808117,10,0,4,0,0.0
611,0,0.190453,61,1,0.365724,4539.698280666031,6,1,2,0,0.0
612,0,0.157167,51,0,0.422165,3360.7871251421475,6,0,3,0,0.0
613,0,0.524071,55,2,0.618354,18068.100538746,11,0,1,0,0.0
614,0,0.421423,36,1,0.592664,13233.842011078279,10,0,3,1,0.0
615,0,0.102256,86,0,0.432061,5306.579783393207,7,0,2,1,1.0
616,0,0.080232,53,0,0.029927,7373.163375761275,9,0,0,0,0.0
617,1,0.262736,53,1,0.579178,11149.612677707595,7,0,1,0,2.0
618,0,0.163678,62,0,0.071449,19053.876245277377,6,0,2,0,1.0
619,0,0.399574,58,0,0.030107,2440.9509181898998,7,0,1,0,0.0
620,0,0.021708,55,0,0.285118,3624.9613225321714,5,0,2,0,0.0
621,0,0.226781,40,0,0.118287,17642.178588335028,10,0,1,1,0.0
622,0,0.129383,58,1,0.239597,,5,1,1,0,0.0
623,0,0.020755,78,0,0.38394,5440.508679470734,9,0,1,0,2.0
624,0,0.473894,70,0,0.002427,4663.0417377131835,10,0,2,0,1.0
625,0,0.455695,74,0,0.014463,7513.871569888534,10,0,0,0,1.0
626,0,0.279873,44,0,0.147183,5706.998107492544,9,0,1,1,0.0
627,0,0.390154,38,0,0.456461,2787.481530994374,11,0,2,1,0.0
628,0,0.215682,50,0,0.198101,,7,0,0,1,0.0
629,0,0.336706,52,2,0.288296,7439.0695140811085,13,0,0,0,0.0
630,0,0.333667,67,1,0.022393,4432.74335220515,11,0,0,1,0.0
631,0,0.42566,28,0,0.680053,8475.61860744064,9,0,1,0,1.0
632,0,0.687866,73,0,0.245258,7774.792049747524,7,1,0,1,2.0
633,0,0.034303,49,1,0.184353,5343.434090234621,5,1,0,0,1.0
634,0,0.257372,46,0,0.44487,,8,0,0,0,0.0
635,0,0.250415,37,0,0.181301,6193.463745839501,4,0,2,0,0.0
636,0,0.644824,28,0,0.156495,5847.08635350857,13,0,1,0,2.0
637,0,0.285921,63,0,0.832165,1632.278168245695,4,2,0,0,1.0
638,0,0.076508,53,0,0.887613,3752.5765490147583,11,0,0,0,1.0
639,0,0.21823,33,0,0.301224,,7,0,0,0,0.0
640,0,0.255171,33,0,0.205852,5663.096119910181,10,0,1,0,
641,0,0.347558,47,0,0.719231,12030.696607683258,5,0,2,0,0.0
642,0,0.253099,75,1,0.183509,8200.538565710298,11,0,1,0,1.0
643,0,0.358567,48,0,0.280223,,10,2,1,0,0.0
644,0,0.249859,30,0,0.166058,,5,0,2,0,0.0
645,0,0.494448,48,0,2.436191,4205.0821290148615,8,0,0,0,1.0
646,0,0.143943,48,1,0.215117,4229.441707307478,5,0,1,2,0.0
647,0,0.182876,18,0,0.340897,9337.784641760096,15,0,1,0,0.0
648,0,0.131325,51,0,0.320456,,9,0,1,0,0.0
649,0,0.156861,48,0,0.256363,4001.4116700878185,13,0,2,0,0.0
650,0,0.269324,61,0,0.880337,7703.954507641862,11,1,0,2,0.0
651,0,0.052492,77,1,0.001537,3643.734875943649,6,1,0,0,1.0
652,0,0.347887,67,0,0.004944,13893.145836437268,7,0,0,0,0.0
653,0,0.717371,48,0,0.188026,11335.682799868187,6,0,1,0,2.0
654,0,0.498807,36,0,0.622389,2618.1028567938433,10,0,0,0,1.0
655,0,0.381759,88,0,0.213395,2105.6912923001323,10,0,1,0,0.0
656,0,0.064069,52,0,0.434432,3235.8221239159275,12,1,0,0,1.0
657,0,0.455718,52,1,0.643545,27358.199423508282,8,0,0,0,0.0
658,0,0.372737,51,2,0.009192,7950.0113457488205,9,0,3,0,0.0
659,0,0.665185,54,1,0.267206,2304.741314434415,1,1,2,0,3.0
660,0,0.548124,49,0,0.185229,16826.707432597726,8,1,3,0,1.0
661,0,0.086789,43,0,1.303342,23795.53010786963,16,1,0,0,1.0
662,0,0.53632,44,0,0.033778,6856.188467767923,10,1,2,0,2.0
663,0,0.216985,51,0,0.023804,1058.9587700642116,11,0,2,0,0.0
664,0,0.110853,44,0,0.293198,5338.1236638490245,9,0,1,0,1.0
665,0,0.080675,42,0,0.035391,6825.358446510964,7,0,2,0,0.0
666,0,0.191086,53,1,1.078894,,8,2,1,0,0.0
667,0,0.04343,48,0,0.136339,7228.22067571057,12,1,1,0,0.0
668,0,0.486867,73,0,0.057392,6452.303035155918,7,0,1,0,0.0
669,0,0.220622,18,0,0.18866,,7,0,0,0,0.0
670,0,0.23943,67,2,0.133364,18247.47787913905,11,0,1,0,0.0
671,0,0.415705,69,0,0.131449,3682.5252268386193,5,1,0,0,2.0
672,0,0.108506,22,0,0.061768,,7,0,0,0,2.0
673,1,0.118132,47,2,0.02853,6207.921732487364,5,2,0,1,0.0
674,0,0.102023,46,0,0.178142,2425.681226584123,9,0,1,1,0.0
675,0,0.283583,32,0,0.3989,2154.7315949609742,6,0,1,2,0.0
676,1,0.446192,41,0,0.518325,5958.620085990358,11,1,0,0,1.0
677,0,0.246565,36,1,0.039415,4358.611288623853,9,0,3,0,1.0
678,0,0.337147,76,1,0.613191,,8,0,0,1,1.0
679,0,0.095265,65,0,0.129661,5809.220808561933,8,0,3,1,1.0
680,0,0.165988,69,0,0.003211,10079.28974338443,9,0,1,0,0.0
681,0,0.306045,62,0,0.415507,2796.690639136859,9,1,0,0,0.0
682,0,0.086898,36,0,0.048742,2929.925639093582,7,1,1,0,0.0
683,0,0.709191,44,1,0.133055,1596.3333476951707,11,0,1,0,0.0
684,0,0.123821,58,3,0.251801,5042.8173171108465,10,0,0,0,2.0
685,0,0.372091,34,0,0.128083,9753.080447487671,7,0,0,0,2.0
686,0,0.183645,61,1,0.049162,2504.8880303654237,7,0,1,0,0.0
687,0,0.052718,48,0,0.520499,4823.495525605973,10,1,0,0,0.0
688,0,0.116996,46,1,0.223505,1926.8131581563814,9,0,1,0,0.0
689,0,0.504308,61,0,0.088241,9668.170571115512,8,1,0,1,0.0
690,0,37.891702,58,0,0.575495,,13,0,1,0,2.0
691,0,0.452881,46,0,0.309774,2324.2615345019303,6,0,1,0,2.0
692,0,0.342063,68,0,0.539118,10630.023290423522,4,0,3,1,2.0
693,0,0.052029,36,0,0.306303,9659.469991220687,9,0,3,0,0.0
694,0,0.147405,60,0,0.415855,,6,0,1,0,0.0
695,0,0.06544,60,2,0.23931,40136.30019017013,5,1,1,0,1.0
696,0,0.170296,47,2,0.458111,2167.342256172453,12,2,1,1,0.0
697,0,0.344447,56,0,0.525067,15106.538833301891,12,0,0,0,0.0
698,0,0.174154,34,0,0.021232,536.9733121220347,9,0,0,1,2.0
699,0,0.025724,64,1,0.051576,3096.2196776093197,8,0,2,0,0.0
700,0,0.236847,49,0,0.319721,2430.2229525540465,8,0,1,0,3.0
701,0,0.90417,44,1,0.831744,3763.696766608962,6,0,1,0,3.0
702,0,0.065554,66,1,0.088001,6179.337932624506,6,0,3,1,0.0
703,0,0.183211,42,0,1.922246,,8,0,1,0,2.0
704,0,0.166786,32,0,0.284122,6379.742711274236,7,0,3,0,2.0
705,0,17.635036,30,0,0.284574,7245.282875138752,15,0,2,0,0.0
706,0,0.249729,60,0,0.834972,17526.584424089124,10,0,0,0,0.0
707,0,0.121903,34,1,0.604064,3725.482219073051,13,0,2,0,0.0
708,0,0.157302,76,0,0.978771,,6,1,0,0,0.0
709,0,0.098231,22,0,0.152646,5465.364179876085,6,1,0,1,2.0
710,0,0.362168,75,1,0.025601,7976.644586748492,6,0,1,0,2.0
711,1,0.475531,54,2,0.256931,992.4245399392058,12,0,2,0,
712,0,0.151543,50,0,0.210582,,9,0,0,1,0.0
713,0,27.232352,44,0,0.070747,1648.9404347061366,2,0,0,0,0.0
714,0,0.35429,57,0,0.008064,3644.6663475550954,8,0,0,0,0.0
715,0,0.167095,51,0,0.21011,5488.430524120826,7,0,2,1,1.0
716,0,0.172305,67,1,0.257435,,8,0,0,0,0.0
717,0,0.2763,53,0,0.190085,4325.641833733741,9,0,0,1,1.0
718,0,0.408366,54,1,0.384871,3103.443135936258,11,0,2,0,2.0
719,0,0.262237,46,0,0.074857,,15,0,1,1,1.0
720,0,0.238974,51,1,0.470021,22627.367356381772,5,0,0,1,0.0
721,0,0.063414,56,0,0.150904,3978.5014423774296,7,1,1,0,0.0
722,0,0.424176,28,0,0.066418,2251.7712694539036,6,0,1,0,0.0
723,0,0.076843,33,0,0.278282,1479.0893645449748,14,0,2,1,0.0
724,0,0.384623,62,0,0.076104,,7,2,1,0,0.0
725,0,0.147615,54,0,0.026081,6100.679377172754,6,0,1,0,0.0
726,0,0.667621,49,0,1.160365,3924.5186623385057,7,1,1,0,0.0
727,1,0.181938,52,1,0.496285,,7,0,3,1,1.0
728,0,0.044088,56,0,0.29576,3674.290825174365,5,0,4,1,0.0
729,0,0.198015,44,1,1.326877,,7,0,2,0,1.0
730,0,0.572033,41,0,0.673049,3863.754411268642,8,0,3,0,1.0
731,0,0.360935,54,0,0.298863,3705.4267474129465,7,0,1,0,2.0
732,0,0.321126,38,0,0.09489,5600.442594435899,4,0,2,0,1.0
733,0,0.098686,57,0,0.429882,3458.441631866874,10,0,1,1,0.0
734,0,0.666434,28,0,0.584896,4135.457571848728,7,2,3,0,1.0
735,1,0.290625,66,1,0.240735,2643.6370159582416,17,0,2,1,1.0
736,0,0.769031,58,0,0.015942,1202.3315596563482,6,0,1,0,0.0
737,0,0.186367,55,2,0.331285,11429.662204908629,8,0,1,0,0.0
738,0,0.174203,65,1,0.374795,,14,0,1,1,0.0
739,0,0.522563,75,0,0.568156,,5,0,1,0,2.0
740,0,0.309244,66,1,1.284529,27042.874434101504,11,0,0,0,2.0
741,0,0.034982,26,0,0.613633,3265.657610591755,7,0,1,0,2.0
742,0,0.194217,34,0,0.68268,,12,0,0,1,
743,1,0.023934,43,0,0.117015,,9,0,0,1,1.0
744,0,0.056771,52,0,0.500617,1007.7092737613187,6,0,0,0,0.0
745,0,0.615105,59,1,0.164215,,4,0,2,0,0.0
746,0,0.355408,41,1,0.292896,3390.136054548483,8,0,2,0,2.0
747,0,0.157002,54,1,0.690875,6667.96994449458,10,0,2,0,0.0
748,0,0.622272,41,0,0.53092,18726.524072724802,14,1,1,0,0.0
749,0,0.47258,43,1,0.588318,8878.666299599901,7,0,1,0,0.0
750,0,0.249023,32,0,0.058679,,7,1,1,0,1.0
751,1,0.377356,39,0,0.216797,8483.672753648763,7,0,0,0,1.0
